"","ID","Verb","PredType","Embedding","Context","Target","target.LMEDS","Turk.MatrixOrComplement","CollapsedProminence","Mean","sd","variance"
"307",425,"guess","Non-Factive","question","B: Mile a Minute. A: Well, I'm not sure what she does I, first thing that comes to mind is some kind of chain stitch because she starts and goes all the way across, you know, back and forth until she winds up with this big piece of afghan.","I guess that is your standard knitting, isn't it?","I guess that is your standard knitting, isn't it?","compl","COMPLEMENT",0.666666666666667,0.707106781186548,0.5
"308",426,"think","Non-Factive","question","B: Oh, I see. So, do you... A: and the ones that test positive have to retest after a certain period of time. B: Right.","Well, do you think that should be implemented in the work place?","Well, do you think that should be implemented in the work place?","compl","COMPLEMENT",0.181818181818182,0.603022689155527,0.363636363636364
"309",427,"think","Non-Factive","question","B: Right. And the parents fund them for the whole year and a half that they're gone. A: uh, it's interesting. It gets them away from home and gets them to do something useful, although the kids today, though, it seems almost that their concern for money, we were doing some investigating colleges and said the kids are much more interested today in trying to find a job, study something that will give them a job as opposed to, be curious as to if, if there was mandatory, you could choose the option of either a mandatory military service or voluntary,","you could choose the option of either a mandatory military service or voluntary, do you think that would be reasonable?","do you think that would be reasonable?","broad","BROAD",0.5,0.707106781186548,0.5
"310",428,"think","Non-Factive","question","A: Uh, I saw Seven Eleven that was hiring. B: Well, I'm sure with the new, uh, contract awarding","I think it went to Lockheed, didn't it?","I think it went to Lockheed, didn't it?","complAll","COMPLEMENT",1.25,0.707106781186548,0.5
"311",429,"think","Non-Factive","question","A: I haven't really noticed them doing that, but whatever, again I don't watch T V news that much now. If I had access to C N N, I would watch T V news more. Uh, you know, but I don't usually. B: Yeah, I don't have access either. Although, I did at one time and it was, I did during the Gulf War and it was addictive. A: Yeah.","did you think that well, the Gulf War coverage would be kind of, uh, an abnormality?","did you think that well, the Gulf War coverage would be kind of, uh, an abnormality?","broad","BROAD",1.36363636363636,1.20604537831105,1.45454545454545
"312",430,"think","Non-Factive","question","A: And, uh, I don't know, it leaves a lot of time out for family and things like that. In other words, they just prioritize their lives differently. But I think that has a lot to do with economic situation. B: Yes. What about like as far as, uh, social changes in the individual?","Do you think that the individual has as much time as they did, let's say, ten, twenty years ago?","Do you think that the individual has as much time as they did, let's say, ten, twenty years ago?","complAll","COMPLEMENT",-0.25,0.462910049886276,0.214285714285714
"313",431,"think","Non-Factive","question","B: And, uh, granted some people need to be compensated if they have really been wronged, you know. A: Well, how do you feel about setting, like, well, for example, uh, or some incident where someone loses a limb. ","Do you think the jury should have a dollar figure for losing an arm, a dollar figure for losing different body parts?","Do you think the jury should have a dollar figure for losing an arm, a dollar figure for losing different body parts?","complAll","COMPLEMENT",0,0.707106781186548,0.5
"314",432,"think","Non-Factive","question","A: That most of it is plea bargained, uh, half way through or most of the cases are plea bargained anyway. B: Right. A: But, uh, uh, how do you feel uh, about the jury system itself?","do you think that should be changed?","do you think that should be changed?","broad","BROAD",0.125,0.353553390593274,0.125
"315",433,"feel","Non-Factive","question","A: In Richardson, we're in Plano here. B: Oh, okay. A: I have a daughter in middle school, and, uh, I know there aren't very many, she has a few friends that have moms who are still at home,","but do you ever see problems, you know, that you feel you know, that the kids are left alone too much?","but do you ever see problems, you know, that you feel you know, that the kids are left alone too much?","matrixAll","MATRIX",1,1.0690449676497,1.14285714285714
"316",434,"think","Non-Factive","question","B: I think that probably was the difference in that game. A: Uh-huh. B: Because it really could have gone either way. Down to the end, you know. A:","So do I take it that you think though that the Lakers will uh, will win.","you think though that the Lakers will uh, will win","complAll","COMPLEMENT",0.0769230769230769,0.493548116792824,0.243589743589744
"317",435,"think","Non-Factive","question","B: That's right. Well, even if it's not technical. If it's, uh, some social thing or whatever. It doesn't matter. If I am an expert in it, they usually make mistakes which makes me think I'm not expert in it. They're telling me lies. A: Yeah. Yeah. by mistakes, do you mean just like honest mistakes","by mistakes, do you mean just like honest mistakes or do you think they are deliberate sorts of things?","or do you think they are deliberate sorts of things?","compl","COMPLEMENT",0.2,1.31656117720877,1.73333333333333
"318",436,"think","Non-Factive","question","B: and both of those seem very easy to use compared to D Base. A: Uh-huh. Do you think D Base is more flexible or allows you to do more.","Or do you think the others are pretty much compatible these days?","Or do you think the others are pretty much compatible these days?","compl","COMPLEMENT",0.222222222222222,0.666666666666667,0.444444444444445
"319",437,"think","Non-Factive","question","B: But I think with the way the future is, um, economy wise, I don't think it's going to be realistic. A: I know. Unfortunately, that's probably true.","Um, do you think the parents spend quality time with their kids?","Do you think the parents spend quality time with their kids?","complAll","COMPLEMENT",-0.5,0.534522483824849,0.285714285714286
"320",438,"think","Non-Factive","question","A: And, let's see, twenty years ago, I guess we were just beginning to get into what they were calling uh, the sex revolution uh after the pill B: Yeah. A: and, uh, uh, freed people up from worries about, uh, illegitimate pregnancy and, I guess in the seventies is the time when that was supposed to have exploded. Thirty years ago there was no pill. B: Uh-huh.","You think that's caused a lot of pressure on, like younger kids today, to make choices that they probably shouldn't have to make?","You think that's caused a lot of pressure on, like younger kids today, to make choices that they probably shouldn't have to make?","complAll","COMPLEMENT",0.875,0.83452296039628,0.696428571428571
"321",439,"think","Non-Factive","question","B: although in my case I might have been more, uh, sympathetic with the person who got caught, I don't know. A: Uh-huh.  So, uh, were the, uh, sentences that the judge handed out what you thought to be fair, or would,","if you were deciding, do you think that they would have been different?","do you think that they would have been different?","matrix","MATRIX",-0.111111111111111,0.333333333333333,0.111111111111111
"322",440,"feel","Non-Factive","question","A: Go ahead. B: Okay,","do I still feel that the Soviet Union, as such, is still a threat to the civilized western world?","do I still feel that the Soviet Union, as such, is still a threat to the civilized western world?","compl","COMPLEMENT",0,0.471404520791032,0.222222222222222
"323",441,"think","Non-Factive","question","B: Yeah, I think that, um, in the future, um, the family unit as it once was known, is going to be nonexistent. what do you think? A: About? B: That as far as do you think there's going to be still a family unit","or do you think that, um, the trend is going more towards single parenting?","or do you think that, um, the trend is going more towards single parenting?","compl","COMPLEMENT",0.888888888888889,1.05409255338946,1.11111111111111
"324",442,"guess","Non-Factive","question","A: Then that would, yeah. B: it will bother me. A:","I guess then the water aerobics would be probably the best thing for you, wouldn't it?","I guess then the water aerobics would be probably the best thing for you, wouldn't it?","compl","COMPLEMENT",1.44444444444444,0.726483157256779,0.527777777777778
"325",443,"think","Non-Factive","question","B: I've driven through it several times. Uh, we skied California a bunch when we lived out there, uh, um, and, of course, we grew up in Minnesota, A: Uh-huh. B: and we do lot of cross country skiing there. A: Oh, yeah,.  Yeah, great.","Well, do you think the weather is typical for this time of the year?","Well, do you think the weather is typical for this time of the year?","complAll","COMPLEMENT",0,0,0
"326",444,"think","Non-Factive","question","B: Okay. Uh, generally I get, uh, you know, most of my news, uh, in the, you know, weekly magazines like TIME, NEWSWEEK and, uh, U S NEWS AND WORLD REPORT. with occasional smatterings of, uh, you know, THE WALL STREET JOURNAL and, of course, the local paper. B: Uh-huh. A: But, uh, my only complaint is I really don't enough time to look at the articles every day and go through a paper, you know, exhaust the details. So that's why I concentrate on weekly magazines. B:","Do you think that the weekly magazines provide you with as much detail information as you'd like?","Do you think that the weekly magazines provide you with as much detail information as you'd like?","compl","COMPLEMENT",-0.272727272727273,0.646669790682863,0.418181818181818
"327",446,"think","Non-Factive","question","B: it is a lot of repeat crime. And you are like, why are they repeating? They should have been in there longer. Or, A: I know. And then you think, I mean, I mean, I can remember, I have not been out of school that long, but it has been at least ten years. And you think to yourself, was it that bad back then? Or is it just, I think that, like you said, television?","Is it just that more people think there is like excitement in it, you know?","Is it just that more people think there is like excitement in it, you know?","compl","COMPLEMENT",-0.111111111111111,0.600925212577332,0.361111111111111
"328",447,"think","Non-Factive","question","B: Uh-huh. So, yeah, that's the thing is just to look at the school system in the area that you move into before you. A: Uh-huh. Of course we have a slight problem in that, uh, the number of the illiterate in America is mushrooming at this point, and, uh, you know, where our kids might be in a great school, we're still paying an awful lot of taxes for people who are on welfare and unemployment because they can't read, you know. B: Uh-huh. A: So. B:","But do you think that there should be, um, nationwide, um, curriculum?","But do you think that there should be, um, nationwide, um, curriculum?","complAll","COMPLEMENT",0,0.925820099772551,0.857142857142857
"329",448,"think","Non-Factive","question","B: Yeah, I think that, um, in the future, um, the family unit as it once was known, is going to be nonexistent. what do you think? A: About? B: That as far as","do you think there's going to be still a family unit?","do you think there's going to be still a family unit?","complAll","COMPLEMENT",-1.3,1.56702123647242,2.45555555555556
"330",449,"understand","Factive","question","A: Oh, okay. uh, you ready to begin? B: We might as well. A: Oh, okay. Okay. B:","I understand we are doing care of the elderly, right?","I understand we are doing care of the elderly, right?","complAll","COMPLEMENT",2.33333333333333,0.707106781186547,0.5
"331",450,"think","Non-Factive","question","B: And yet, uh, I we-, I hope to see employer based, you know, helping out. You know, child, uh, care centers at the place of employment and things like that, that will help out. A: Uh-huh. B: What do you think,","do you think we are, setting a trend?","do you think we are, setting a trend?","complAll","COMPLEMENT",0.363636363636364,0.674199862463242,0.454545454545454
"332",451,"think","Non-Factive","question","A: that's one difference. There really wasn't a lot of difference. B: I didn't, see I never even heard that there was a book tied in with that movie. That's interesting. That was a good movie, too. A:","Well, do you think we covered baseball?","Well, do you think we covered baseball?","broad","BROAD",1.22222222222222,1.30170827931778,1.69444444444444
"333",453,"think","Non-Factive","question","B: Yeah, that's probably true. You know A: But, I think that's a small, uh, number could, B:","but even through those groups, do you think that they participate as much as maybe they used to?","do you think that they participate as much as maybe they used to?","compl","COMPLEMENT",-0.7,0.674948557710553,0.455555555555556
"334",454,"think","Non-Factive","question","B: But, then, you know, I think that some murderers don't really warrant capital punishment. You know, like, for example, uh, you know, you hear about cases where women have killed their husbands who abused them A: Uh-huh.  Uh-huh.  Right, uh-huh. B: and I don't think, that would really warrant capital punishment. A: Uh-huh,","huh. Do you think they should be punished at all, or, uh, like go to prison, uh?","huh. Do you think they should be punished at all, or, uh, like go to prison, uh?","complAll","COMPLEMENT",0.222222222222222,0.833333333333333,0.694444444444445
"335",455,"think","Non-Factive","question","A: But, you know, I think that, um, we chose to have our official feelings hurt. B: Uh-huh. A: Where a lot w-, B:","Well, do you think that, uh, we should ignore it and just allowed him to go ahead and, uh, you know, move on into Kuwait and see what happens?","Well, do you think that, uh, we should ignore it and just allowed him to go ahead and, uh, you know, move on into Kuwait and see what happens?","complAll","COMPLEMENT",-0.1,0.567646212197547,0.322222222222222
"336",456,"think","Non-Factive","question","A: Sometimes you hear things on the radio that, you know, could be true or couldn't be. B: Uh-huh. A: Uh, do you feel like this is, I guess they're spending a billion or so a year on this AIDS research. B: Uh-huh. A:","Do you think they should spend more?","Do you think they should spend more?","compl","COMPLEMENT",-0.363636363636364,0.80903983495589,0.654545454545455
"337",457,"think","Non-Factive","question","B: when you've lost something or uh, uh, don't have what other people have that's when you tend to realize, you know, what's out there and you know, what you have and what you don't have. A: Yeah I agree. B: So the original question,","So the original question, do we think they're, you know, a security threat?","do we think they're, you know, a security threat?","compl","COMPLEMENT",0,0.5,0.25
"338",458,"think","Non-Factive","question","A: And now, uh, it's pretty much an economic necessity in most places for both parents to work. B: Do you think it's an economic necessity","Do you think it's an economic necessity or do you think that we're, uh, all trying to keep up with a certain standard of living?","do you think that we're, uh, all trying to keep up with a certain standard of living?","compl","COMPLEMENT",0.75,0.707106781186548,0.5
"339",459,"think","Non-Factive","question","B: Oh, boy. He is tough, he has an incredible leg. A: He is.  Yes. B:","Well, do you think they're going to be able to make it this year, past the first playoff game?","Well, do you think they're going to be able to make it this year, past the first playoff game?","compl","COMPLEMENT",-0.166666666666667,0.389249472080761,0.151515151515151
"340",460,"think","Non-Factive","question","A: And I haven't quite figured that out, if they figure they have got it won or if there's no real hurry because the first three quarters or, uh, uh, if something happens that that adrenalin starts flowing. They say, hey, we got to do something now. And then start playing the game the way the game should be played toward the last few minutes. B: Yeah. A: So, I don't know I'm looking for a good year. I guess we're always looking for a good year. B:","So, obviously though, do you think they're going to do anything in the playoffs to make it to the Super Bowl this year.","do you think they're going to do anything in the playoffs to make it to the Super Bowl this year?","complAll","COMPLEMENT",0.111111111111111,0.333333333333333,0.111111111111111
"341",461,"guess","Non-Factive","question","A: Well, I don't know, uh, I have a hard time getting, uh, people on the telephone. B: Oh really. A: Uh-huh, getting through to anybody. Sometimes I call off and on all day, B: Huh. A:","but anyway, uh, I guess we're supposed to be talking about family reunions aren't we?","I guess we're supposed to be talking about family reunions aren't we?","compl","COMPLEMENT",2.33333333333333,1,1
"342",462,"guess","Non-Factive","question","B: So I've never really cared. Now, what I was, you know, before I was married and before I went to graduate school, I used to do little sports car racing. it was never my own car A: Uh-huh. B: it was always someone else's. And that sort of thing I enjoy, but to go out and drive, uh, never has really had any appeal to me in that regard. A: Uh-huh. B:","Well I guess we've discussed that enough don't you think?","Well I guess we've discussed that enough don't you think?","compl","COMPLEMENT",2.45454545454545,0.687551650952329,0.472727272727273
"343",463,"think","Non-Factive","question","B: uh, but it's worked out for my family, to have my cake and eat it too, kind of thing. A: Yeah.  Yeah, that's a good deal. Where do you think this is going in the future,","I mean, do you think things are going to change?","Do you think things are going to change?","broad","BROAD",0,0,0
"344",464,"say","Non-Factive","question","A: Okay. You know our family right now, uh, the most of it, there is only a few stragglers, uh, with any distance. There is one cousin out in Colorado, uh, uh, some cousins over in Phoenix, uh, I got a sister over in, uh, Washington State. Uh, the rest of them are within, you know, a couple hours drive. B: Well, uh, how do you all communicate? Like to plan it and every thing.","Do you all just call each other up on the phone and say this is the weekend we are going to do it?","Do you all just call each other up on the phone and say this is the weekend we are going to do it?","complAll","COMPLEMENT",-0.125,1.1259916264596,1.26785714285714
"345",465,"think","Non-Factive","question","B: Uh, yes. It's about why there aren't more people that are voting and participating in... A: And what is your feeling?","Do you think this is vital, important?","Do you think this is vital, important?","complAll","COMPLEMENT",0.25,0.753778361444409,0.568181818181818
"346",466,"think","Non-Factive","question","A: Yeah, thirty years ago I had a college job, uh, working as a programmer and we had to write code in binary and, uh, have it punched in on those little cardboard cards which, I don't think exists anymore. B: I know.  No. A: You never see one of those punch cards anymore. B:","Uh, I think TV has a lot to do with the changes, too. Don't you?","Uh, I think TV has a lot to do with the changes, too. Don't you?","complAll","COMPLEMENT",1.8,0.788810637746616,0.622222222222222
"347",467,"think","Non-Factive","question","A: Yeah. The radio doesn't really have much news sometimes. The stations I listen to are just mainly music. B: Yeah, I think you pretty much have to listen to all news station to get any news at all. A: Yeah.","Do you think that TV is, uh, pretty accurate?","Do you think that TV is, uh, pretty accurate?","complAll","COMPLEMENT",0.0833333333333333,0.288675134594813,0.0833333333333333
"348",468,"notice","Factive","question","A: No, not really. I spends a lot of time with our income tax, though. especially, this year and last year. Um, I have been married for just a few years, so I've had to really switch around from the E Z form to the, uh, B: Schedule A. A: Right. B: Well, yeah. A: All the deductions and all that. B:","Did you notice that when they passed the new simplified tax act, it seemed like it made everything harder?","Did you notice that when they passed the new simplified tax act, it seemed like it made everything harder?","compl","COMPLEMENT",2.27272727272727,0.786245393106897,0.618181818181818
"349",469,"know","Factive","question negation","B: Well, if you're from Iowa, you must be very artsy crafty. Everyone I've ever known from the Midwest can do everything with their hands. A: Oh, well, actually I'm from California and before then I was from Utah. So. B:","I didn't know anyone ever moved from California to Iowa.","I didn't know anyone ever moved from California to Iowa.","complAll","COMPLEMENT",-0.555555555555556,1.74005108481843,3.02777777777778
"350",470,"know","Factive","question negation","A: Yeah, it's interesting because, uh, we're just having conversation on this, uh, with a couple of people yesterday. And I was expressing my frustrations that, uh, so many problems, I work in a high school, are that kids don't have a degree of self-discipline which may be reflected in society at large. Uh, and you can't expect in a classroom for a particular course an hour a day to counteract, uh, sixteen or seventeen years of influence at home. B: Right. A: Um, and, it's seen more so because when you call parents up, many parents won't even recognize that there is a problem and they'll say, oh, well, my kid, I've never heard anything about this before. This is the first time there have been problems.","and, you wonder, don't these parents know that teachers talk?","don't these parents know that teachers talk?","broad","BROAD",2.875,0.353553390593274,0.125
